UsageDate,SubscriptionId,SubscriptionName,ResourceGroup,ResourceId,ResourceName,ServiceName,MeterCategory,MeterName,ResourceLocation,ChargeType,Quantity,UnitOfMeasure,PreTaxCost,Currency
2026-06-15,00000000-0000-0000-0000-000000000012,sub-sandbox,rg-backup-corp-001,/subscriptions/00000000-0000-0000-0000-000000000012/resourceGroups/rg-backup-corp-001/providers/Microsoft.Security/pricings/res01086,res01086,Microsoft Defender for Cloud,Security,Defender for Storage,uksouth,Usage,5.2308,100 Hours,11.6328,USD
2026-06-15,00000000-0000-0000-0000-000000000005,sub-data-dev,rg-backup-corp-001,/subscriptions/00000000-0000-0000-0000-000000000005/resourceGroups/rg-backup-corp-001/providers/Microsoft.RecoveryServices/vaults/res01243,res01243,Azure Backup,Storage,Backup Storage LRS,uksouth,Usage,139.2817,1 Unit,22.4271,USD
2026-06-15,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-compute-test-001,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-compute-test-001/providers/Microsoft.Compute/virtualMachines/res01334,res01334,Virtual Machines,Compute,Standard_B2ms,francecentral,Usage,106.5068,100 Hours,49.1314,USD
2026-06-15,00000000-0000-0000-0000-000000000002,sub-platform-dev,rg-backup-corp-003,/subscriptions/00000000-0000-0000-0000-000000000002/resourceGroups/rg-backup-corp-003/providers/Microsoft.Network/ddosProtectionPlans/res00071,res00071,Azure DDoS Protection,Networking,Data Processed,francecentral,Usage,122.3612,1M Operations,34.5359,USD
2026-06-15,00000000-0000-0000-0000-000000000008,sub-apps-online,rg-network-prod-004,/subscriptions/00000000-0000-0000-0000-000000000008/resourceGroups/rg-network-prod-004/providers/Microsoft.ServiceBus/namespaces/res01191,res01191,Service Bus,Integration,Premium Messaging Unit,uksouth,Usage,77.3785,1 Unit,18.0015,USD
2026-06-15,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-backup-prod-003,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-backup-prod-003/providers/Microsoft.Network/loadBalancers/res00452,res00452,Load Balancer,Networking,Data Processed,uksouth,Usage,161.5927,1M Operations,7.9553,USD
2026-06-15,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-compute-test-003,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-compute-test-003/providers/Microsoft.Network/bandwidth/res01969,res01969,Bandwidth,Networking,Data Transfer Out - Zone 1,germanywestcentral,Usage,2.2099,1 Hour,27.6703,USD
2026-06-15,00000000-0000-0000-0000-000000000010,sub-identity,rg-shared-prod-004,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-shared-prod-004/providers/Microsoft.Security/pricings/res00054,res00054,Microsoft Defender for Cloud,Security,Defender for SQL,germanywestcentral,Usage,59.3617,1 GB/Month,28.6685,USD
2026-06-15,00000000-0000-0000-0000-000000000010,sub-identity,rg-shared-hub-003,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-shared-hub-003/providers/Microsoft.ServiceBus/namespaces/res01561,res01561,Service Bus,Integration,Operations,northeurope,Usage,46.8247,1 GB/Month,9.5717,USD
2026-06-15,00000000-0000-0000-0000-000000000006,sub-network-hub,rg-data-hub-002,/subscriptions/00000000-0000-0000-0000-000000000006/resourceGroups/rg-data-hub-002/providers/Microsoft.DocumentDB/databaseAccounts/res01247,res01247,Azure Cosmos DB,Databases,Serverless,global,Usage,128.3648,1 Hour,59.4517,USD
2026-06-15,00000000-0000-0000-0000-000000000011,sub-management,rg-shared-prod-001,/subscriptions/00000000-0000-0000-0000-000000000011/resourceGroups/rg-shared-prod-001/providers/Microsoft.ServiceBus/namespaces/res00052,res00052,Service Bus,Integration,Operations,northeurope,Usage,37.0988,1M Operations,6.8372,USD
2026-06-15,00000000-0000-0000-0000-000000000005,sub-data-dev,rg-data-hub-001,/subscriptions/00000000-0000-0000-0000-000000000005/resourceGroups/rg-data-hub-001/providers/Microsoft.OperationalInsights/workspaces/res00295,res00295,Log Analytics,Management and Governance,Data Ingestion,uksouth,Usage,198.3685,10 GB,56.1715,USD
2026-06-15,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-backup-test-004,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-backup-test-004/providers/Microsoft.Web/sites/res00623,res00623,Azure Functions,Compute,Total Executions,germanywestcentral,Usage,14.6611,1 GB/Month,6.0204,USD
2026-06-15,00000000-0000-0000-0000-000000000001,sub-platform-prod,rg-compute-corp-001,/subscriptions/00000000-0000-0000-0000-000000000001/resourceGroups/rg-compute-corp-001/providers/Microsoft.Network/virtualNetworks/res00750,res00750,Virtual Network,Networking,VNet Peering,germanywestcentral,Usage,97.2059,10 GB,2.5554,USD
2026-06-15,00000000-0000-0000-0000-000000000001,sub-platform-prod,rg-app-dev-002,/subscriptions/00000000-0000-0000-0000-000000000001/resourceGroups/rg-app-dev-002/providers/Microsoft.ContainerRegistry/registries/res00186,res00186,Container Registry,Containers,Build Minutes,westeurope,Usage,70.6508,100 Hours,1.6483,USD
2026-06-15,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-app-test-004,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-app-test-004/providers/Microsoft.ContainerService/managedClusters/res01809,res01809,Azure Kubernetes Service,Compute,Load Balancer,northeurope,Usage,93.8832,1M Operations,77.2363,USD
2026-06-15,00000000-0000-0000-0000-000000000008,sub-apps-online,rg-identity-test-001,/subscriptions/00000000-0000-0000-0000-000000000008/resourceGroups/rg-identity-test-001/providers/Microsoft.KeyVault/vaults/res01756,res01756,Key Vault,Security,Operations,northeurope,Usage,205.5996,10 GB,1.9118,USD
2026-06-15,00000000-0000-0000-0000-000000000005,sub-data-dev,rg-identity-dev-001,/subscriptions/00000000-0000-0000-0000-000000000005/resourceGroups/rg-identity-dev-001/providers/Microsoft.EventHub/namespaces/res00577,res00577,Event Hubs,Analytics,Capture,uksouth,Usage,18.8784,10 GB,20.21,USD
2026-06-15,00000000-0000-0000-0000-000000000009,sub-apps-corp,rg-shared-dev-003,/subscriptions/00000000-0000-0000-0000-000000000009/resourceGroups/rg-shared-dev-003/providers/Microsoft.Databricks/workspaces/res00648,res00648,Azure Databricks,Analytics,Jobs Compute DBU,northeurope,Usage,41.0167,1 Hour,43.4816,USD
2026-06-15,00000000-0000-0000-0000-000000000002,sub-platform-dev,rg-backup-corp-001,/subscriptions/00000000-0000-0000-0000-000000000002/resourceGroups/rg-backup-corp-001/providers/Microsoft.ContainerService/managedClusters/res00001,res00001,Azure Kubernetes Service,Compute,Standard Tier,francecentral,Usage,101.0055,1M Operations,50.8543,USD
2026-06-15,00000000-0000-0000-0000-000000000006,sub-network-hub,rg-app-corp-004,/subscriptions/00000000-0000-0000-0000-000000000006/resourceGroups/rg-app-corp-004/providers/Microsoft.Storage/storageAccounts/res01467,res01467,Storage,Storage,Cool LRS,swedencentral,Usage,68.4651,10 GB,50.572,USD
2026-06-15,00000000-0000-0000-0000-000000000001,sub-platform-prod,rg-shared-corp-004,/subscriptions/00000000-0000-0000-0000-000000000001/resourceGroups/rg-shared-corp-004/providers/Microsoft.EventHub/namespaces/res00970,res00970,Event Hubs,Analytics,Capture,swedencentral,Usage,119.0165,1 GB/Month,21.6812,USD
2026-06-15,00000000-0000-0000-0000-000000000002,sub-platform-dev,rg-app-corp-004,/subscriptions/00000000-0000-0000-0000-000000000002/resourceGroups/rg-app-corp-004/providers/Microsoft.Network/applicationGateways/res01961,res01961,Application Gateway,Networking,WAF v2 Fixed,global,Usage,100.0079,1M Operations,42.5887,USD
2026-06-15,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-backup-prod-001,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-backup-prod-001/providers/Microsoft.Network/loadBalancers/res00517,res00517,Load Balancer,Networking,Data Processed,francecentral,Usage,65.5852,1 Hour,18.6516,USD
2026-06-15,00000000-0000-0000-0000-000000000010,sub-identity,rg-monitoring-prod-002,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-monitoring-prod-002/providers/Microsoft.Network/applicationGateways/res01643,res01643,Application Gateway,Networking,Capacity Unit,global,Usage,207.4294,1 Hour,7.9128,USD
2026-06-15,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-monitoring-test-004,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-monitoring-test-004/providers/Microsoft.DocumentDB/databaseAccounts/res00294,res00294,Azure Cosmos DB,Databases,Storage,swedencentral,Usage,45.4691,1 GB,66.7271,USD
2026-06-15,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-backup-prod-004,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-backup-prod-004/providers/Microsoft.KeyVault/vaults/res01827,res01827,Key Vault,Security,HSM Protected Keys,global,Usage,65.8614,10 GB,6.6694,USD
2026-06-15,00000000-0000-0000-0000-000000000010,sub-identity,rg-monitoring-hub-002,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-monitoring-hub-002/providers/Microsoft.ServiceBus/namespaces/res00721,res00721,Service Bus,Integration,Operations,northeurope,Usage,1.0899,10 GB,4.1952,USD
2026-06-15,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-security-dev-002,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-security-dev-002/providers/Microsoft.KeyVault/vaults/res00122,res00122,Key Vault,Security,HSM Protected Keys,germanywestcentral,Usage,235.6427,1 Hour,4.3855,USD
2026-06-15,00000000-0000-0000-0000-000000000005,sub-data-dev,rg-compute-hub-003,/subscriptions/00000000-0000-0000-0000-000000000005/resourceGroups/rg-compute-hub-003/providers/Microsoft.KeyVault/vaults/res01399,res01399,Key Vault,Security,HSM Protected Keys,global,Usage,235.3948,1 GB/Month,1.6325,USD
2026-06-15,00000000-0000-0000-0000-000000000001,sub-platform-prod,rg-network-corp-003,/subscriptions/00000000-0000-0000-0000-000000000001/resourceGroups/rg-network-corp-003/providers/Microsoft.Network/virtualNetworks/res01546,res01546,Virtual Network,Networking,Data Transfer Out,westeurope,Usage,170.5042,1 Hour,13.8788,USD
2026-06-15,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-shared-test-001,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-shared-test-001/providers/Microsoft.Network/ddosProtectionPlans/res01280,res01280,Azure DDoS Protection,Networking,Protection Plan,francecentral,Usage,14.7176,100 Hours,38.2204,USD
2026-06-15,00000000-0000-0000-0000-000000000008,sub-apps-online,rg-shared-dev-002,/subscriptions/00000000-0000-0000-0000-000000000008/resourceGroups/rg-shared-dev-002/providers/Microsoft.Sql/managedInstances/res01657,res01657,Azure SQL Managed Instance,Databases,vCore BC,uksouth,Usage,3.9943,1 GB,194.0303,USD
2026-06-15,00000000-0000-0000-0000-000000000002,sub-platform-dev,rg-data-hub-001,/subscriptions/00000000-0000-0000-0000-000000000002/resourceGroups/rg-data-hub-001/providers/Microsoft.EventHub/namespaces/res01340,res01340,Event Hubs,Analytics,Throughput Unit,global,Usage,182.4816,1M Operations,10.3542,USD
2026-06-15,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-identity-corp-004,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-identity-corp-004/providers/Microsoft.Databricks/workspaces/res00714,res00714,Azure Databricks,Analytics,Jobs Compute DBU,global,Usage,95.9505,1M Operations,106.4756,USD
2026-06-15,00000000-0000-0000-0000-000000000011,sub-management,rg-app-test-001,/subscriptions/00000000-0000-0000-0000-000000000011/resourceGroups/rg-app-test-001/providers/Microsoft.ContainerRegistry/registries/res01197,res01197,Container Registry,Containers,Storage,francecentral,Usage,182.1978,10 GB,24.4632,USD
2026-06-15,00000000-0000-0000-0000-000000000008,sub-apps-online,rg-network-corp-001,/subscriptions/00000000-0000-0000-0000-000000000008/resourceGroups/rg-network-corp-001/providers/Microsoft.Storage/storageAccounts/res01327,res01327,Storage,Storage,Hot LRS,westeurope,Usage,121.2496,100 Hours,46.9823,USD
2026-06-15,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-identity-hub-001,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-identity-hub-001/providers/Microsoft.Databricks/workspaces/res00863,res00863,Azure Databricks,Analytics,Standard DBU,northeurope,Usage,108.0276,1M Operations,90.0066,USD
2026-06-15,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-monitoring-dev-001,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-monitoring-dev-001/providers/Microsoft.Security/pricings/res01832,res01832,Microsoft Defender for Cloud,Security,Defender for SQL,swedencentral,Usage,0.7507,100 Hours,49.4081,USD
2026-06-15,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-security-hub-003,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-security-hub-003/providers/Microsoft.Sql/servers/databases/res00107,res00107,Azure SQL Database,Databases,Business Critical,germanywestcentral,Usage,141.9434,1 Unit,105.2486,USD
2026-06-15,00000000-0000-0000-0000-000000000010,sub-identity,rg-data-hub-004,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-data-hub-004/providers/Microsoft.Sql/servers/databases/res01571,res01571,Azure SQL Database,Databases,General Purpose,francecentral,Usage,91.4841,1 Hour,90.2578,USD
2026-06-15,00000000-0000-0000-0000-000000000010,sub-identity,rg-security-hub-004,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-security-hub-004/providers/Microsoft.Security/pricings/res01187,res01187,Microsoft Defender for Cloud,Security,Defender for Servers P2,uksouth,Usage,48.2656,1 GB,4.0298,USD
2026-06-15,00000000-0000-0000-0000-000000000011,sub-management,rg-security-hub-004,/subscriptions/00000000-0000-0000-0000-000000000011/resourceGroups/rg-security-hub-004/providers/Microsoft.RecoveryServices/vaults/res01568,res01568,Azure Backup,Storage,Protected Instances,swedencentral,Usage,209.4553,1M Operations,39.5663,USD
2026-06-15,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-app-corp-003,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-app-corp-003/providers/Microsoft.RecoveryServices/vaults/res00129,res00129,Azure Backup,Storage,Backup Storage LRS,uksouth,Usage,54.4207,1 GB,5.8887,USD
2026-06-15,00000000-0000-0000-0000-000000000006,sub-network-hub,rg-security-dev-003,/subscriptions/00000000-0000-0000-0000-000000000006/resourceGroups/rg-security-dev-003/providers/Microsoft.Web/sites/res01857,res01857,Azure Functions,Compute,Total Executions,global,Usage,202.52,1 Hour,6.9142,USD
2026-06-15,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-security-test-003,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-security-test-003/providers/Microsoft.Network/loadBalancers/res01421,res01421,Load Balancer,Networking,Standard Rules,northeurope,Usage,61.0734,1 GB/Month,7.8503,USD
2026-06-15,00000000-0000-0000-0000-000000000012,sub-sandbox,rg-data-test-002,/subscriptions/00000000-0000-0000-0000-000000000012/resourceGroups/rg-data-test-002/providers/Microsoft.Security/pricings/res01876,res01876,Microsoft Defender for Cloud,Security,Defender for Servers P2,uksouth,Usage,52.149,1M Operations,39.1954,USD
2026-06-15,00000000-0000-0000-0000-000000000010,sub-identity,rg-shared-corp-001,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-shared-corp-001/providers/Microsoft.KeyVault/vaults/res00395,res00395,Key Vault,Security,Operations,germanywestcentral,Usage,67.4058,1 GB/Month,5.847,USD
2026-06-15,00000000-0000-0000-0000-000000000008,sub-apps-online,rg-app-test-002,/subscriptions/00000000-0000-0000-0000-000000000008/resourceGroups/rg-app-test-002/providers/Microsoft.ContainerRegistry/registries/res00298,res00298,Container Registry,Containers,Build Minutes,global,Usage,55.4886,1 GB,3.0196,USD
2026-06-15,00000000-0000-0000-0000-000000000010,sub-identity,rg-data-corp-003,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-data-corp-003/providers/Microsoft.KeyVault/vaults/res00462,res00462,Key Vault,Security,HSM Protected Keys,swedencentral,Usage,13.1687,1 GB/Month,4.2192,USD
2026-06-15,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-identity-dev-004,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-identity-dev-004/providers/Microsoft.Network/applicationGateways/res01838,res01838,Application Gateway,Networking,Capacity Unit,uksouth,Usage,238.1845,1 GB,22.4395,USD
2026-06-15,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-shared-dev-004,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-shared-dev-004/providers/Microsoft.ServiceBus/namespaces/res01671,res01671,Service Bus,Integration,Operations,swedencentral,Usage,88.3801,1 GB/Month,9.4975,USD
2026-06-15,00000000-0000-0000-0000-000000000011,sub-management,rg-backup-test-003,/subscriptions/00000000-0000-0000-0000-000000000011/resourceGroups/rg-backup-test-003/providers/Microsoft.Insights/components/res01849,res01849,Azure Monitor,Management and Governance,Metrics,northeurope,Usage,225.2425,1M Operations,19.9306,USD
2026-06-15,00000000-0000-0000-0000-000000000006,sub-network-hub,rg-compute-corp-002,/subscriptions/00000000-0000-0000-0000-000000000006/resourceGroups/rg-compute-corp-002/providers/Microsoft.Network/applicationGateways/res00884,res00884,Application Gateway,Networking,WAF v2 Fixed,swedencentral,Usage,98.6485,1 Unit,16.0742,USD
2026-06-15,00000000-0000-0000-0000-000000000001,sub-platform-prod,rg-data-dev-001,/subscriptions/00000000-0000-0000-0000-000000000001/resourceGroups/rg-data-dev-001/providers/Microsoft.OperationalInsights/workspaces/res00573,res00573,Log Analytics,Management and Governance,Data Retention,uksouth,Usage,27.2716,1 Unit,20.6202,USD
2026-06-15,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-shared-test-004,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-shared-test-004/providers/Microsoft.Network/ddosProtectionPlans/res01749,res01749,Azure DDoS Protection,Networking,Data Processed,northeurope,Usage,41.8765,1 GB/Month,63.579,USD
2026-06-15,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-monitoring-test-001,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-monitoring-test-001/providers/Microsoft.DocumentDB/databaseAccounts/res01808,res01808,Azure Cosmos DB,Databases,RU/s Provisioned,northeurope,Usage,146.9684,1M Operations,14.046,USD
2026-06-15,00000000-0000-0000-0000-000000000010,sub-identity,rg-identity-prod-003,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-identity-prod-003/providers/Microsoft.OperationalInsights/workspaces/res00656,res00656,Log Analytics,Management and Governance,Data Retention,westeurope,Usage,2.1084,1 GB,73.224,USD
2026-06-15,00000000-0000-0000-0000-000000000009,sub-apps-corp,rg-app-prod-002,/subscriptions/00000000-0000-0000-0000-000000000009/resourceGroups/rg-app-prod-002/providers/Microsoft.Security/pricings/res01274,res01274,Microsoft Defender for Cloud,Security,Defender for SQL,swedencentral,Usage,76.0745,1 GB/Month,4.0483,USD
2026-06-15,00000000-0000-0000-0000-000000000010,sub-identity,rg-security-prod-001,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-security-prod-001/providers/Microsoft.Security/pricings/res00536,res00536,Microsoft Defender for Cloud,Security,Defender for Storage,germanywestcentral,Usage,154.2829,1 Unit,14.0686,USD
2026-06-15,00000000-0000-0000-0000-000000000006,sub-network-hub,rg-shared-test-001,/subscriptions/00000000-0000-0000-0000-000000000006/resourceGroups/rg-shared-test-001/providers/Microsoft.Network/loadBalancers/res01582,res01582,Load Balancer,Networking,Data Processed,westeurope,Usage,60.8679,1 Hour,5.5059,USD
2026-06-15,00000000-0000-0000-0000-000000000012,sub-sandbox,rg-network-prod-001,/subscriptions/00000000-0000-0000-0000-000000000012/resourceGroups/rg-network-prod-001/providers/Microsoft.ServiceBus/namespaces/res00560,res00560,Service Bus,Integration,Premium Messaging Unit,francecentral,Usage,155.1116,1 GB/Month,14.4144,USD
2026-06-15,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-data-corp-001,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-data-corp-001/providers/Microsoft.OperationalInsights/workspaces/res00797,res00797,Log Analytics,Management and Governance,Data Retention,germanywestcentral,Usage,151.8953,10 GB,69.6359,USD
2026-06-15,00000000-0000-0000-0000-000000000009,sub-apps-corp,rg-identity-prod-001,/subscriptions/00000000-0000-0000-0000-000000000009/resourceGroups/rg-identity-prod-001/providers/Microsoft.Network/virtualNetworks/res00749,res00749,Virtual Network,Networking,VNet Peering,uksouth,Usage,136.998,1 Unit,3.8684,USD
2026-06-15,00000000-0000-0000-0000-000000000005,sub-data-dev,rg-compute-hub-002,/subscriptions/00000000-0000-0000-0000-000000000005/resourceGroups/rg-compute-hub-002/providers/Microsoft.ContainerService/managedClusters/res01138,res01138,Azure Kubernetes Service,Compute,Load Balancer,uksouth,Usage,192.4005,100 Hours,18.7281,USD
2026-06-15,00000000-0000-0000-0000-000000000001,sub-platform-prod,rg-data-corp-001,/subscriptions/00000000-0000-0000-0000-000000000001/resourceGroups/rg-data-corp-001/providers/Microsoft.Insights/components/res00825,res00825,Azure Monitor,Management and Governance,Metrics,uksouth,Usage,139.4269,1M Operations,20.2968,USD
2026-06-15,00000000-0000-0000-0000-000000000006,sub-network-hub,rg-network-dev-002,/subscriptions/00000000-0000-0000-0000-000000000006/resourceGroups/rg-network-dev-002/providers/Microsoft.Network/azureFirewalls/res01491,res01491,Azure Firewall,Networking,Data Processed,northeurope,Usage,28.2091,1 Unit,48.3813,USD
2026-06-15,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-shared-corp-004,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-shared-corp-004/providers/Microsoft.ServiceBus/namespaces/res00375,res00375,Service Bus,Integration,Operations,northeurope,Usage,100.6757,1 Hour,21.8329,USD
2026-06-15,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-monitoring-hub-003,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-monitoring-hub-003/providers/Microsoft.RecoveryServices/vaults/res00398,res00398,Azure Backup,Storage,Backup Storage LRS,swedencentral,Usage,129.0916,1 Hour,26.7228,USD
2026-06-15,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-app-corp-003,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-app-corp-003/providers/Microsoft.Sql/managedInstances/res00387,res00387,Azure SQL Managed Instance,Databases,vCore GP,global,Usage,166.0838,1 GB/Month,147.5914,USD
2026-06-15,00000000-0000-0000-0000-000000000012,sub-sandbox,rg-data-prod-001,/subscriptions/00000000-0000-0000-0000-000000000012/resourceGroups/rg-data-prod-001/providers/Microsoft.Storage/storageAccounts/res00347,res00347,Storage,Storage,General Block Blob,francecentral,Usage,77.7048,10 GB,77.1067,USD
2026-06-15,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-backup-corp-001,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-backup-corp-001/providers/Microsoft.ServiceBus/namespaces/res00949,res00949,Service Bus,Integration,Operations,germanywestcentral,Usage,101.8533,1 Hour,7.3872,USD
2026-06-15,00000000-0000-0000-0000-000000000010,sub-identity,rg-network-dev-002,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-network-dev-002/providers/Microsoft.Network/applicationGateways/res00680,res00680,Application Gateway,Networking,Capacity Unit,westeurope,Usage,55.5223,1 GB/Month,25.7508,USD
2026-06-15,00000000-0000-0000-0000-000000000011,sub-management,rg-shared-test-001,/subscriptions/00000000-0000-0000-0000-000000000011/resourceGroups/rg-shared-test-001/providers/Microsoft.Sql/managedInstances/res01284,res01284,Azure SQL Managed Instance,Databases,vCore BC,northeurope,Usage,231.431,1M Operations,133.8542,USD
2026-06-15,00000000-0000-0000-0000-000000000011,sub-management,rg-shared-hub-003,/subscriptions/00000000-0000-0000-0000-000000000011/resourceGroups/rg-shared-hub-003/providers/Microsoft.Network/loadBalancers/res00585,res00585,Load Balancer,Networking,Standard Rules,swedencentral,Usage,116.2644,1M Operations,16.6032,USD
