UsageDate,SubscriptionId,SubscriptionName,ResourceGroup,ResourceId,ResourceName,ServiceName,MeterCategory,MeterName,ResourceLocation,ChargeType,Quantity,UnitOfMeasure,PreTaxCost,Currency
2026-01-16,00000000-0000-0000-0000-000000000005,sub-data-dev,rg-backup-corp-001,/subscriptions/00000000-0000-0000-0000-000000000005/resourceGroups/rg-backup-corp-001/providers/Microsoft.RecoveryServices/vaults/res01243,res01243,Azure Backup,Storage,Backup Storage LRS,uksouth,Usage,134.1268,1 Unit,21.5971,USD
2026-01-21,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-compute-test-001,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-compute-test-001/providers/Microsoft.Compute/virtualMachines/res01334,res01334,Virtual Machines,Compute,Standard_B2ms,francecentral,Usage,110.0608,100 Hours,50.7708,USD
2026-01-30,00000000-0000-0000-0000-000000000002,sub-platform-dev,rg-backup-corp-003,/subscriptions/00000000-0000-0000-0000-000000000002/resourceGroups/rg-backup-corp-003/providers/Microsoft.Network/ddosProtectionPlans/res00071,res00071,Azure DDoS Protection,Networking,Data Processed,francecentral,Usage,126.3453,1M Operations,35.6604,USD
2026-01-14,00000000-0000-0000-0000-000000000008,sub-apps-online,rg-network-prod-004,/subscriptions/00000000-0000-0000-0000-000000000008/resourceGroups/rg-network-prod-004/providers/Microsoft.ServiceBus/namespaces/res01191,res01191,Service Bus,Integration,Premium Messaging Unit,uksouth,Usage,81.9695,1 Unit,19.0696,USD
2026-01-01,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-backup-prod-003,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-backup-prod-003/providers/Microsoft.Network/loadBalancers/res00452,res00452,Load Balancer,Networking,Data Processed,uksouth,Usage,159.2766,1M Operations,7.8413,USD
2026-01-18,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-compute-test-003,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-compute-test-003/providers/Microsoft.Network/bandwidth/res01969,res01969,Bandwidth,Networking,Data Transfer Out - Zone 1,germanywestcentral,Usage,2.2402,1 Hour,28.0503,USD
2026-01-16,00000000-0000-0000-0000-000000000010,sub-identity,rg-shared-prod-004,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-shared-prod-004/providers/Microsoft.Security/pricings/res00054,res00054,Microsoft Defender for Cloud,Security,Defender for SQL,germanywestcentral,Usage,58.3881,1 GB/Month,28.1983,USD
2026-01-19,00000000-0000-0000-0000-000000000010,sub-identity,rg-shared-hub-003,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-shared-hub-003/providers/Microsoft.ServiceBus/namespaces/res01561,res01561,Service Bus,Integration,Operations,northeurope,Usage,44.1998,1 GB/Month,9.0351,USD
2026-01-28,00000000-0000-0000-0000-000000000006,sub-network-hub,rg-data-hub-002,/subscriptions/00000000-0000-0000-0000-000000000006/resourceGroups/rg-data-hub-002/providers/Microsoft.DocumentDB/databaseAccounts/res01247,res01247,Azure Cosmos DB,Databases,Serverless,global,Usage,134.1913,1 Hour,62.1502,USD
2026-01-28,00000000-0000-0000-0000-000000000011,sub-management,rg-shared-prod-001,/subscriptions/00000000-0000-0000-0000-000000000011/resourceGroups/rg-shared-prod-001/providers/Microsoft.ServiceBus/namespaces/res00052,res00052,Service Bus,Integration,Operations,northeurope,Usage,37.8194,1M Operations,6.97,USD
2026-01-04,00000000-0000-0000-0000-000000000005,sub-data-dev,rg-data-hub-001,/subscriptions/00000000-0000-0000-0000-000000000005/resourceGroups/rg-data-hub-001/providers/Microsoft.OperationalInsights/workspaces/res00295,res00295,Log Analytics,Management and Governance,Data Ingestion,uksouth,Usage,5.9511,10 GB,55.0891,USD
2026-01-15,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-backup-test-004,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-backup-test-004/providers/Microsoft.Web/sites/res00623,res00623,Azure Functions,Compute,Total Executions,germanywestcentral,Usage,15.113,1 GB/Month,6.206,USD
2026-01-10,00000000-0000-0000-0000-000000000001,sub-platform-prod,rg-compute-corp-001,/subscriptions/00000000-0000-0000-0000-000000000001/resourceGroups/rg-compute-corp-001/providers/Microsoft.Network/virtualNetworks/res00750,res00750,Virtual Network,Networking,VNet Peering,germanywestcentral,Usage,100.6752,10 GB,2.6466,USD
2026-01-10,00000000-0000-0000-0000-000000000001,sub-platform-prod,rg-app-dev-002,/subscriptions/00000000-0000-0000-0000-000000000001/resourceGroups/rg-app-dev-002/providers/Microsoft.ContainerRegistry/registries/res00186,res00186,Container Registry,Containers,Build Minutes,westeurope,Usage,68.9886,100 Hours,1.6095,USD
2026-01-17,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-app-test-004,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-app-test-004/providers/Microsoft.ContainerService/managedClusters/res01809,res01809,Azure Kubernetes Service,Compute,Load Balancer,northeurope,Usage,94.7147,1M Operations,77.9203,USD
2026-01-13,00000000-0000-0000-0000-000000000008,sub-apps-online,rg-identity-test-001,/subscriptions/00000000-0000-0000-0000-000000000008/resourceGroups/rg-identity-test-001/providers/Microsoft.KeyVault/vaults/res01756,res01756,Key Vault,Security,Operations,northeurope,Usage,210.4748,10 GB,1.9571,USD
2026-01-01,00000000-0000-0000-0000-000000000005,sub-data-dev,rg-identity-dev-001,/subscriptions/00000000-0000-0000-0000-000000000005/resourceGroups/rg-identity-dev-001/providers/Microsoft.EventHub/namespaces/res00577,res00577,Event Hubs,Analytics,Capture,uksouth,Usage,19.7455,10 GB,21.1383,USD
2026-01-28,00000000-0000-0000-0000-000000000009,sub-apps-corp,rg-shared-dev-003,/subscriptions/00000000-0000-0000-0000-000000000009/resourceGroups/rg-shared-dev-003/providers/Microsoft.Databricks/workspaces/res00648,res00648,Azure Databricks,Analytics,Jobs Compute DBU,northeurope,Usage,44.2306,1 Hour,46.8887,USD
2026-01-13,00000000-0000-0000-0000-000000000002,sub-platform-dev,rg-backup-corp-001,/subscriptions/00000000-0000-0000-0000-000000000002/resourceGroups/rg-backup-corp-001/providers/Microsoft.ContainerService/managedClusters/res00001,res00001,Azure Kubernetes Service,Compute,Standard Tier,francecentral,Usage,100.101,1M Operations,50.3989,USD
2026-01-06,00000000-0000-0000-0000-000000000006,sub-network-hub,rg-app-corp-004,/subscriptions/00000000-0000-0000-0000-000000000006/resourceGroups/rg-app-corp-004/providers/Microsoft.Storage/storageAccounts/res01467,res01467,Storage,Storage,Cool LRS,swedencentral,Usage,68.869,10 GB,50.8704,USD
2026-01-26,00000000-0000-0000-0000-000000000001,sub-platform-prod,rg-shared-corp-004,/subscriptions/00000000-0000-0000-0000-000000000001/resourceGroups/rg-shared-corp-004/providers/Microsoft.EventHub/namespaces/res00970,res00970,Event Hubs,Analytics,Capture,swedencentral,Usage,112.2562,1 GB/Month,20.4497,USD
2026-01-19,00000000-0000-0000-0000-000000000002,sub-platform-dev,rg-app-corp-004,/subscriptions/00000000-0000-0000-0000-000000000002/resourceGroups/rg-app-corp-004/providers/Microsoft.Network/applicationGateways/res01961,res01961,Application Gateway,Networking,WAF v2 Fixed,global,Usage,98.0397,1M Operations,41.7505,USD
2026-01-08,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-backup-prod-001,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-backup-prod-001/providers/Microsoft.Network/loadBalancers/res00517,res00517,Load Balancer,Networking,Data Processed,francecentral,Usage,61.2611,1 Hour,17.4219,USD
2026-01-30,00000000-0000-0000-0000-000000000010,sub-identity,rg-monitoring-prod-002,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-monitoring-prod-002/providers/Microsoft.Network/applicationGateways/res01643,res01643,Application Gateway,Networking,Capacity Unit,global,Usage,201.79,1 Hour,7.6977,USD
2026-01-27,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-monitoring-test-004,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-monitoring-test-004/providers/Microsoft.DocumentDB/databaseAccounts/res00294,res00294,Azure Cosmos DB,Databases,Storage,swedencentral,Usage,46.2554,1 GB,67.8811,USD
2026-01-08,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-backup-prod-004,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-backup-prod-004/providers/Microsoft.KeyVault/vaults/res01827,res01827,Key Vault,Security,HSM Protected Keys,global,Usage,70.6958,10 GB,7.1589,USD
2026-01-07,00000000-0000-0000-0000-000000000010,sub-identity,rg-monitoring-hub-002,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-monitoring-hub-002/providers/Microsoft.ServiceBus/namespaces/res00721,res00721,Service Bus,Integration,Operations,northeurope,Usage,1.1722,10 GB,4.5121,USD
2026-01-29,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-security-dev-002,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-security-dev-002/providers/Microsoft.KeyVault/vaults/res00122,res00122,Key Vault,Security,HSM Protected Keys,germanywestcentral,Usage,251.1225,1 Hour,4.6736,USD
2026-01-01,00000000-0000-0000-0000-000000000005,sub-data-dev,rg-compute-hub-003,/subscriptions/00000000-0000-0000-0000-000000000005/resourceGroups/rg-compute-hub-003/providers/Microsoft.KeyVault/vaults/res01399,res01399,Key Vault,Security,HSM Protected Keys,global,Usage,217.5265,1 GB/Month,1.5086,USD
2026-01-09,00000000-0000-0000-0000-000000000001,sub-platform-prod,rg-network-corp-003,/subscriptions/00000000-0000-0000-0000-000000000001/resourceGroups/rg-network-corp-003/providers/Microsoft.Network/virtualNetworks/res01546,res01546,Virtual Network,Networking,Data Transfer Out,westeurope,Usage,172.2757,1 Hour,14.023,USD
2026-01-16,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-shared-test-001,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-shared-test-001/providers/Microsoft.Network/ddosProtectionPlans/res01280,res01280,Azure DDoS Protection,Networking,Protection Plan,francecentral,Usage,14.2462,100 Hours,36.9962,USD
2026-01-18,00000000-0000-0000-0000-000000000008,sub-apps-online,rg-shared-dev-002,/subscriptions/00000000-0000-0000-0000-000000000008/resourceGroups/rg-shared-dev-002/providers/Microsoft.Sql/managedInstances/res01657,res01657,Azure SQL Managed Instance,Databases,vCore BC,uksouth,Usage,4.1691,1 GB,202.5205,USD
2026-01-18,00000000-0000-0000-0000-000000000002,sub-platform-dev,rg-data-hub-001,/subscriptions/00000000-0000-0000-0000-000000000002/resourceGroups/rg-data-hub-001/providers/Microsoft.EventHub/namespaces/res01340,res01340,Event Hubs,Analytics,Throughput Unit,global,Usage,185.985,1M Operations,10.553,USD
2026-01-14,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-identity-corp-004,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-identity-corp-004/providers/Microsoft.Databricks/workspaces/res00714,res00714,Azure Databricks,Analytics,Jobs Compute DBU,global,Usage,96.2184,1M Operations,106.7728,USD
2026-01-17,00000000-0000-0000-0000-000000000011,sub-management,rg-app-test-001,/subscriptions/00000000-0000-0000-0000-000000000011/resourceGroups/rg-app-test-001/providers/Microsoft.ContainerRegistry/registries/res01197,res01197,Container Registry,Containers,Storage,francecentral,Usage,188.8186,10 GB,25.3522,USD
2026-01-14,00000000-0000-0000-0000-000000000008,sub-apps-online,rg-network-corp-001,/subscriptions/00000000-0000-0000-0000-000000000008/resourceGroups/rg-network-corp-001/providers/Microsoft.Storage/storageAccounts/res01327,res01327,Storage,Storage,Hot LRS,westeurope,Usage,119.1062,100 Hours,46.1518,USD
2026-01-12,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-identity-hub-001,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-identity-hub-001/providers/Microsoft.Databricks/workspaces/res00863,res00863,Azure Databricks,Analytics,Standard DBU,northeurope,Usage,100.0891,1M Operations,83.3924,USD
2026-01-22,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-monitoring-dev-001,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-monitoring-dev-001/providers/Microsoft.Security/pricings/res01832,res01832,Microsoft Defender for Cloud,Security,Defender for SQL,swedencentral,Usage,0.7328,100 Hours,48.2311,USD
2026-01-31,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-security-hub-003,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-security-hub-003/providers/Microsoft.Sql/servers/databases/res00107,res00107,Azure SQL Database,Databases,Business Critical,germanywestcentral,Usage,130.8237,1 Unit,97.0035,USD
2026-01-03,00000000-0000-0000-0000-000000000010,sub-identity,rg-data-hub-004,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-data-hub-004/providers/Microsoft.Sql/servers/databases/res01571,res01571,Azure SQL Database,Databases,General Purpose,francecentral,Usage,91.8537,1 Hour,90.6224,USD
2026-01-04,00000000-0000-0000-0000-000000000010,sub-identity,rg-security-hub-004,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-security-hub-004/providers/Microsoft.Security/pricings/res01187,res01187,Microsoft Defender for Cloud,Security,Defender for Servers P2,uksouth,Usage,47.5669,1 GB,3.9715,USD
2026-01-17,00000000-0000-0000-0000-000000000011,sub-management,rg-security-hub-004,/subscriptions/00000000-0000-0000-0000-000000000011/resourceGroups/rg-security-hub-004/providers/Microsoft.RecoveryServices/vaults/res01568,res01568,Azure Backup,Storage,Protected Instances,swedencentral,Usage,206.134,1M Operations,38.9389,USD
2026-01-18,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-app-corp-003,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-app-corp-003/providers/Microsoft.RecoveryServices/vaults/res00129,res00129,Azure Backup,Storage,Backup Storage LRS,uksouth,Usage,58.151,1 GB,6.2923,USD
2026-01-05,00000000-0000-0000-0000-000000000006,sub-network-hub,rg-security-dev-003,/subscriptions/00000000-0000-0000-0000-000000000006/resourceGroups/rg-security-dev-003/providers/Microsoft.Web/sites/res01857,res01857,Azure Functions,Compute,Total Executions,global,Usage,214.8279,1 Hour,7.3344,USD
2026-01-31,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-security-test-003,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-security-test-003/providers/Microsoft.Network/loadBalancers/res01421,res01421,Load Balancer,Networking,Standard Rules,northeurope,Usage,60.3036,1 GB/Month,7.7514,USD
2026-01-13,00000000-0000-0000-0000-000000000012,sub-sandbox,rg-data-test-002,/subscriptions/00000000-0000-0000-0000-000000000012/resourceGroups/rg-data-test-002/providers/Microsoft.Security/pricings/res01876,res01876,Microsoft Defender for Cloud,Security,Defender for Servers P2,uksouth,Usage,51.6497,1M Operations,38.8201,USD
2026-01-20,00000000-0000-0000-0000-000000000010,sub-identity,rg-shared-corp-001,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-shared-corp-001/providers/Microsoft.KeyVault/vaults/res00395,res00395,Key Vault,Security,Operations,germanywestcentral,Usage,71.7106,1 GB/Month,6.2204,USD
2026-01-19,00000000-0000-0000-0000-000000000008,sub-apps-online,rg-app-test-002,/subscriptions/00000000-0000-0000-0000-000000000008/resourceGroups/rg-app-test-002/providers/Microsoft.ContainerRegistry/registries/res00298,res00298,Container Registry,Containers,Build Minutes,global,Usage,54.0972,1 GB,2.9439,USD
2026-01-17,00000000-0000-0000-0000-000000000010,sub-identity,rg-data-corp-003,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-data-corp-003/providers/Microsoft.KeyVault/vaults/res00462,res00462,Key Vault,Security,HSM Protected Keys,swedencentral,Usage,13.688,1 GB/Month,4.3856,USD
2026-01-03,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-identity-dev-004,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-identity-dev-004/providers/Microsoft.Network/applicationGateways/res01838,res01838,Application Gateway,Networking,Capacity Unit,uksouth,Usage,225.6359,1 GB,21.2573,USD
2026-01-11,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-shared-dev-004,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-shared-dev-004/providers/Microsoft.ServiceBus/namespaces/res01671,res01671,Service Bus,Integration,Operations,swedencentral,Usage,86.4945,1 GB/Month,9.2949,USD
2026-01-03,00000000-0000-0000-0000-000000000011,sub-management,rg-backup-test-003,/subscriptions/00000000-0000-0000-0000-000000000011/resourceGroups/rg-backup-test-003/providers/Microsoft.Insights/components/res01849,res01849,Azure Monitor,Management and Governance,Metrics,northeurope,Usage,236.9922,1M Operations,20.9703,USD
2026-01-17,00000000-0000-0000-0000-000000000006,sub-network-hub,rg-compute-corp-002,/subscriptions/00000000-0000-0000-0000-000000000006/resourceGroups/rg-compute-corp-002/providers/Microsoft.Network/applicationGateways/res00884,res00884,Application Gateway,Networking,WAF v2 Fixed,swedencentral,Usage,93.528,1 Unit,15.2398,USD
2026-01-21,00000000-0000-0000-0000-000000000001,sub-platform-prod,rg-data-dev-001,/subscriptions/00000000-0000-0000-0000-000000000001/resourceGroups/rg-data-dev-001/providers/Microsoft.OperationalInsights/workspaces/res00573,res00573,Log Analytics,Management and Governance,Data Retention,uksouth,Usage,28.993,1 Unit,21.9218,USD
2026-01-23,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-shared-test-004,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-shared-test-004/providers/Microsoft.Network/ddosProtectionPlans/res01749,res01749,Azure DDoS Protection,Networking,Data Processed,northeurope,Usage,40.8269,1 GB/Month,61.9855,USD
2026-01-30,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-monitoring-test-001,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-monitoring-test-001/providers/Microsoft.DocumentDB/databaseAccounts/res01808,res01808,Azure Cosmos DB,Databases,RU/s Provisioned,northeurope,Usage,158.4966,1M Operations,15.1478,USD
2026-01-29,00000000-0000-0000-0000-000000000010,sub-identity,rg-identity-prod-003,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-identity-prod-003/providers/Microsoft.OperationalInsights/workspaces/res00656,res00656,Log Analytics,Management and Governance,Data Retention,westeurope,Usage,2.2674,1 GB,78.7458,USD
2026-01-21,00000000-0000-0000-0000-000000000009,sub-apps-corp,rg-app-prod-002,/subscriptions/00000000-0000-0000-0000-000000000009/resourceGroups/rg-app-prod-002/providers/Microsoft.Security/pricings/res01274,res01274,Microsoft Defender for Cloud,Security,Defender for SQL,swedencentral,Usage,71.8922,1 GB/Month,3.8257,USD
2026-01-10,00000000-0000-0000-0000-000000000010,sub-identity,rg-security-prod-001,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-security-prod-001/providers/Microsoft.Security/pricings/res00536,res00536,Microsoft Defender for Cloud,Security,Defender for Storage,germanywestcentral,Usage,162.0875,1 Unit,14.7803,USD
2026-01-07,00000000-0000-0000-0000-000000000006,sub-network-hub,rg-shared-test-001,/subscriptions/00000000-0000-0000-0000-000000000006/resourceGroups/rg-shared-test-001/providers/Microsoft.Network/loadBalancers/res01582,res01582,Load Balancer,Networking,Data Processed,westeurope,Usage,60.9155,1 Hour,5.5102,USD
2026-01-07,00000000-0000-0000-0000-000000000012,sub-sandbox,rg-network-prod-001,/subscriptions/00000000-0000-0000-0000-000000000012/resourceGroups/rg-network-prod-001/providers/Microsoft.ServiceBus/namespaces/res00560,res00560,Service Bus,Integration,Premium Messaging Unit,francecentral,Usage,152.9341,1 GB/Month,14.212,USD
2026-01-02,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-data-corp-001,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-data-corp-001/providers/Microsoft.OperationalInsights/workspaces/res00797,res00797,Log Analytics,Management and Governance,Data Retention,germanywestcentral,Usage,155.0571,10 GB,71.0854,USD
2026-01-20,00000000-0000-0000-0000-000000000009,sub-apps-corp,rg-identity-prod-001,/subscriptions/00000000-0000-0000-0000-000000000009/resourceGroups/rg-identity-prod-001/providers/Microsoft.Network/virtualNetworks/res00749,res00749,Virtual Network,Networking,VNet Peering,uksouth,Usage,128.3752,1 Unit,3.6249,USD
2026-01-19,00000000-0000-0000-0000-000000000005,sub-data-dev,rg-compute-hub-002,/subscriptions/00000000-0000-0000-0000-000000000005/resourceGroups/rg-compute-hub-002/providers/Microsoft.ContainerService/managedClusters/res01138,res01138,Azure Kubernetes Service,Compute,Load Balancer,uksouth,Usage,207.6001,100 Hours,20.2076,USD
2026-01-21,00000000-0000-0000-0000-000000000001,sub-platform-prod,rg-data-corp-001,/subscriptions/00000000-0000-0000-0000-000000000001/resourceGroups/rg-data-corp-001/providers/Microsoft.Insights/components/res00825,res00825,Azure Monitor,Management and Governance,Metrics,uksouth,Usage,144.3986,1M Operations,21.0206,USD
2026-01-23,00000000-0000-0000-0000-000000000006,sub-network-hub,rg-network-dev-002,/subscriptions/00000000-0000-0000-0000-000000000006/resourceGroups/rg-network-dev-002/providers/Microsoft.Network/azureFirewalls/res01491,res01491,Azure Firewall,Networking,Data Processed,northeurope,Usage,27.8093,1 Unit,47.6956,USD
2026-01-26,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-shared-corp-004,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-shared-corp-004/providers/Microsoft.ServiceBus/namespaces/res00375,res00375,Service Bus,Integration,Operations,northeurope,Usage,92.6664,1 Hour,20.096,USD
2026-01-23,00000000-0000-0000-0000-000000000003,sub-platform-test,rg-monitoring-hub-003,/subscriptions/00000000-0000-0000-0000-000000000003/resourceGroups/rg-monitoring-hub-003/providers/Microsoft.RecoveryServices/vaults/res00398,res00398,Azure Backup,Storage,Backup Storage LRS,swedencentral,Usage,133.0304,1 Hour,27.5382,USD
2026-01-01,00000000-0000-0000-0000-000000000004,sub-data-prod,rg-app-corp-003,/subscriptions/00000000-0000-0000-0000-000000000004/resourceGroups/rg-app-corp-003/providers/Microsoft.Sql/managedInstances/res00387,res00387,Azure SQL Managed Instance,Databases,vCore GP,global,Usage,177.1658,1 GB/Month,157.4395,USD
2026-01-13,00000000-0000-0000-0000-000000000012,sub-sandbox,rg-data-prod-001,/subscriptions/00000000-0000-0000-0000-000000000012/resourceGroups/rg-data-prod-001/providers/Microsoft.Storage/storageAccounts/res00347,res00347,Storage,Storage,General Block Blob,francecentral,Usage,81.9588,10 GB,81.3279,USD
2026-01-19,00000000-0000-0000-0000-000000000007,sub-network-spoke,rg-backup-corp-001,/subscriptions/00000000-0000-0000-0000-000000000007/resourceGroups/rg-backup-corp-001/providers/Microsoft.ServiceBus/namespaces/res00949,res00949,Service Bus,Integration,Operations,germanywestcentral,Usage,93.9567,1 Hour,6.8145,USD
2026-01-01,00000000-0000-0000-0000-000000000010,sub-identity,rg-network-dev-002,/subscriptions/00000000-0000-0000-0000-000000000010/resourceGroups/rg-network-dev-002/providers/Microsoft.Network/applicationGateways/res00680,res00680,Application Gateway,Networking,Capacity Unit,westeurope,Usage,52.8275,1 GB/Month,24.501,USD
2026-01-16,00000000-0000-0000-0000-000000000011,sub-management,rg-shared-test-001,/subscriptions/00000000-0000-0000-0000-000000000011/resourceGroups/rg-shared-test-001/providers/Microsoft.Sql/managedInstances/res01284,res01284,Azure SQL Managed Instance,Databases,vCore BC,northeurope,Usage,241.3905,1M Operations,139.6146,USD
2026-01-19,00000000-0000-0000-0000-000000000011,sub-management,rg-shared-hub-003,/subscriptions/00000000-0000-0000-0000-000000000011/resourceGroups/rg-shared-hub-003/providers/Microsoft.Network/loadBalancers/res00585,res00585,Load Balancer,Networking,Standard Rules,swedencentral,Usage,111.9118,1M Operations,15.9816,USD
